"loan_id";"customer_id";"branch_id";"loan_type";"loan_amount";"interest_rate";"start_date"
409;14429;42897;"Home Loan";4402622.48;8.35;"2024-09-27"
410;22440;13821;"Personal Loan";4262267.2;7.09;"2019-10-20"
411;20597;26614;"Home Loan";622966.72;10.44;"2019-10-08"
412;34725;35905;"Car Loan";1058931.94;11.83;"2023-11-17"
413;21305;19229;"Home Loan";869128.14;10.4;"2023-01-19"
414;31362;13561;"Car Loan";3208125.11;10.14;"2021-01-19"
415;42484;39650;"Car Loan";2333811.2;11.94;"2018-05-30"
416;19236;91;"Home Loan";4326025.97;10.36;"2023-03-22"
417;17453;680;"Personal Loan";2096090.37;8.57;"2024-12-18"
418;8935;39380;"Personal Loan";3863326.08;6.53;"2022-04-16"
419;27781;48875;"Education Loan";2123556.39;11.69;"2021-05-13"
420;32205;34102;"Car Loan";4987948.84;10.58;"2023-11-17"
421;7561;48225;"Personal Loan";4890809.32;7.56;"2020-04-01"
422;44555;39569;"Car Loan";4368123.32;6.9;"2021-09-16"
423;24800;35859;"Car Loan";3866637.73;12.32;"2020-05-19"
424;45519;1203;"Education Loan";1741016.03;10.27;"2019-06-10"
425;23432;2754;"Personal Loan";2259998.87;8.32;"2019-04-29"
426;8068;46528;"Education Loan";1891272.2;7.15;"2022-04-23"
427;48820;22000;"Home Loan";254774.68;8.12;"2025-10-17"
428;33473;7603;"Education Loan";4413130.29;6.92;"2025-05-18"
429;47836;34951;"Car Loan";4860426.92;10.08;"2025-12-06"
430;45646;23709;"Home Loan";3063981.74;11.85;"2024-05-12"
431;36098;13776;"Education Loan";1251785.19;9.15;"2023-04-13"
432;11389;12512;"Personal Loan";2602548.73;10.21;"2020-09-01"
433;33260;13419;"Home Loan";2549406.09;10.55;"2022-11-16"
434;43406;4544;"Home Loan";3157504.26;8.05;"2022-09-30"
435;15853;26886;"Home Loan";4443334.78;12.38;"2023-11-16"
436;40343;32410;"Home Loan";4021534.68;6.76;"2021-07-24"
437;14250;36758;"Personal Loan";3617832.08;7.23;"2020-12-13"
438;19270;7256;"Home Loan";596703.14;11.89;"2023-02-06"
439;834;42297;"Home Loan";3969858.85;7.87;"2024-09-19"
440;49784;39672;"Car Loan";4716782.68;9.28;"2021-04-21"
441;20045;27284;"Car Loan";2271080.93;8.47;"2019-05-02"
442;5718;38093;"Education Loan";1672378.72;10.14;"2019-08-31"
443;47300;23158;"Car Loan";732096.38;8.77;"2021-11-10"
444;15648;7770;"Home Loan";57200.14;7.51;"2018-02-08"
445;27294;42491;"Home Loan";4153636.61;7.85;"2019-01-22"
446;27158;28959;"Personal Loan";2336482.47;8.48;"2024-08-22"
447;45014;3662;"Car Loan";1958976.01;8.83;"2019-12-02"
448;14157;20744;"Personal Loan";1225483.87;7.58;"2018-02-10"
449;28658;30381;"Personal Loan";1643778.74;12.37;"2018-08-26"
450;49902;25730;"Education Loan";3115709.05;11.94;"2023-01-21"
451;17700;13799;"Car Loan";1617215.38;8.32;"2024-09-10"
452;42549;23421;"Home Loan";564931.74;11.49;"2022-01-22"
453;16397;35635;"Car Loan";4299948.08;7.3;"2020-12-10"
454;44164;35239;"Home Loan";2643454.81;9.81;"2018-04-16"
455;20888;19932;"Personal Loan";1339446.35;7.42;"2022-09-29"
456;4994;45973;"Car Loan";1676463.35;10.17;"2024-04-15"
457;37768;48977;"Home Loan";1307408.59;12.29;"2023-05-07"
458;44901;27836;"Home Loan";4935155.29;8.55;"2021-06-30"
459;26278;6581;"Home Loan";1694892.91;11.57;"2025-01-11"
460;23008;12717;"Home Loan";1970966.58;9.99;"2019-05-18"
461;616;32884;"Car Loan";3289896.0;8.92;"2022-07-27"
462;40417;40056;"Education Loan";1149581.83;10.51;"2024-08-05"
463;19179;16511;"Education Loan";3683537.05;10.74;"2021-08-07"
464;1408;7954;"Home Loan";3609087.64;9.19;"2024-06-30"
465;17698;17535;"Home Loan";3852829.04;8.64;"2024-04-23"
466;37864;24354;"Car Loan";1026489.3;11.49;"2023-01-11"
467;18529;21221;"Home Loan";3356611.28;8.82;"2020-11-09"
468;43346;14829;"Personal Loan";582732.83;7.77;"2021-06-06"
469;43191;27342;"Car Loan";95015.2;6.67;"2025-11-05"
470;49039;36677;"Car Loan";1307538.4;8.01;"2020-02-07"
471;22667;45820;"Personal Loan";4621571.09;7.12;"2023-04-18"
472;46489;9420;"Home Loan";2446570.67;8.05;"2021-12-25"
473;14892;34427;"Personal Loan";4063179.33;9.89;"2022-08-11"
474;31160;21020;"Personal Loan";876593.41;11.37;"2018-07-05"
475;42377;6497;"Car Loan";4820642.15;11.47;"2021-08-16"
476;8847;28206;"Car Loan";2142045.58;10.29;"2025-03-16"
477;47237;1349;"Car Loan";1803394.4;7.44;"2023-01-12"
478;27142;20036;"Car Loan";2898605.56;9.06;"2021-02-22"
479;11175;27949;"Home Loan";4415504.27;8.84;"2019-11-18"
480;20678;16113;"Personal Loan";2426272.2;11.72;"2021-08-15"
481;20156;18677;"Home Loan";3158404.21;10.3;"2021-05-23"
482;20761;38319;"Personal Loan";2239572.93;8.46;"2023-10-09"
483;38427;13883;"Education Loan";3092101.03;11.1;"2024-04-16"
484;35727;5995;"Education Loan";3560829.19;7.11;"2020-07-31"
485;11629;48918;"Home Loan";3418378.73;7.89;"2019-11-26"
486;20517;44062;"Car Loan";4662935.04;10.73;"2025-09-02"
487;2543;27727;"Education Loan";1788168.46;7.69;"2023-08-12"
488;29445;37048;"Car Loan";3924122.83;10.95;"2019-10-02"
489;10083;3800;"Home Loan";2562533.31;11.18;"2023-02-23"
490;128;37061;"Personal Loan";2134761.74;12.11;"2018-04-06"
491;30544;18190;"Home Loan";3790163.08;8.48;"2018-02-02"
492;28860;35839;"Education Loan";1837134.16;7.15;"2018-01-21"
493;27894;25397;"Car Loan";3374325.49;9.9;"2023-06-27"
494;20235;23560;"Car Loan";1658367.3;9.67;"2022-05-16"
495;44174;43020;"Car Loan";577328.62;6.69;"2018-07-06"
496;39458;4744;"Home Loan";1900151.57;11.56;"2021-05-16"
497;7373;25144;"Home Loan";289406.93;9.74;"2023-07-26"
498;21986;22241;"Car Loan";4244223.93;9.12;"2022-07-29"
499;28749;33839;"Car Loan";3316624.44;7.41;"2019-02-08"
500;20266;24062;"Home Loan";344765.14;11.27;"2023-09-01"
501;49180;18019;"Education Loan";4023363.21;9.68;"2020-12-30"
502;17204;49488;"Home Loan";2158424.85;9.95;"2018-07-17"
503;11711;4194;"Personal Loan";743026.83;11.84;"2018-08-04"
504;28689;3643;"Home Loan";1505487.32;8.85;"2023-12-24"
505;26486;15901;"Home Loan";3886673.19;12.27;"2020-01-17"
506;46618;38533;"Personal Loan";3325222.7;10.02;"2020-01-30"
507;23567;38360;"Home Loan";2716095.58;9.05;"2019-02-16"
508;39482;22971;"Home Loan";4634120.91;10.89;"2020-06-07"
509;6075;40082;"Home Loan";1055929.1;9.32;"2020-11-14"
510;4801;24232;"Home Loan";3384685.93;9.9;"2019-09-10"
511;40440;22517;"Education Loan";1954085.66;9.77;"2025-11-03"
512;43588;20256;"Education Loan";760452.09;11.42;"2023-06-09"
513;28759;28453;"Home Loan";112981.94;7.62;"2019-11-27"
514;17760;30643;"Education Loan";3671119.05;10.44;"2019-07-16"
515;39760;33345;"Education Loan";4807645.77;12.47;"2018-04-16"
516;4795;21743;"Home Loan";513435.6;10.83;"2022-11-16"
517;26449;1489;"Education Loan";4473631.85;7.02;"2021-05-28"
518;44832;43044;"Home Loan";1137099.64;11.71;"2019-06-28"
519;4545;32244;"Home Loan";4279415.34;10.49;"2020-03-24"
520;16795;46783;"Personal Loan";908091.25;11.23;"2020-08-04"
521;48165;17512;"Personal Loan";2431814.46;6.63;"2021-04-12"
522;1502;40597;"Car Loan";2302626.63;6.89;"2018-07-05"
523;164;41277;"Personal Loan";3181997.19;9.82;"2022-01-16"
524;4777;17234;"Home Loan";2834291.79;11.52;"2021-02-08"
525;15759;33375;"Home Loan";1154775.89;11.1;"2022-10-08"
526;40689;41212;"Personal Loan";547359.65;11.41;"2020-03-16"
527;21621;18534;"Education Loan";802216.35;7.08;"2019-05-19"
528;27679;34087;"Education Loan";3522349.35;8.21;"2024-04-16"
529;10577;19757;"Car Loan";4106525.57;7.29;"2025-07-24"
530;26643;9715;"Car Loan";2171578.72;12.36;"2021-08-19"
531;43794;47216;"Personal Loan";835720.34;10.31;"2020-10-22"
532;17545;19098;"Home Loan";4929205.29;10.07;"2019-07-09"
533;6564;34342;"Home Loan";3454134.03;9.02;"2019-01-08"
534;24497;39229;"Education Loan";1424091.49;11.09;"2019-12-26"
535;15976;20536;"Personal Loan";4750393.99;7.42;"2021-06-01"
536;28657;21279;"Personal Loan";3729901.28;7.72;"2019-10-11"
537;389;11757;"Car Loan";1724005.66;6.6;"2019-03-29"
538;34934;15706;"Personal Loan";2301651.88;6.88;"2018-01-15"
539;3333;1861;"Home Loan";2523445.62;8.57;"2021-05-28"
540;31522;14624;"Education Loan";2667091.21;11.87;"2021-04-12"
541;49591;35134;"Home Loan";4655248.6;12.06;"2023-09-14"
542;35548;24212;"Education Loan";1852543.2;8.75;"2022-10-08"
543;5134;5701;"Car Loan";3898098.15;10.53;"2019-02-26"
544;29214;38436;"Home Loan";3275543.8;10.1;"2021-05-23"
545;37545;42387;"Personal Loan";4391875.22;10.96;"2021-12-02"
546;16760;23231;"Car Loan";2493797.22;12.41;"2018-10-09"
547;41617;4837;"Education Loan";523514.99;11.05;"2020-11-08"
548;18775;27534;"Home Loan";3547201.99;11.01;"2024-07-20"
549;14181;32411;"Personal Loan";4018470.23;8.61;"2023-07-19"
550;11900;13420;"Home Loan";3477505.31;7.63;"2023-07-19"
551;32664;32759;"Personal Loan";4668709.1;7.1;"2025-10-09"
552;16333;10551;"Car Loan";4747137.98;6.96;"2025-09-29"
553;2913;10659;"Home Loan";4154163.72;11.18;"2019-02-15"
554;9677;29898;"Home Loan";4712993.23;9.68;"2020-04-30"
555;8295;41993;"Personal Loan";4420015.18;12.09;"2019-03-30"
556;21006;25894;"Car Loan";2388115.25;10.82;"2020-08-29"
557;46999;26625;"Home Loan";994449.14;9.89;"2020-12-29"
558;7595;38719;"Personal Loan";346751.71;8.79;"2020-09-12"
559;6174;26731;"Personal Loan";2702049.84;9.6;"2022-01-22"
560;27108;10177;"Personal Loan";3405737.5;10.71;"2018-09-01"
561;33223;48711;"Education Loan";4538835.14;8.86;"2025-08-20"
562;5390;12027;"Car Loan";4426325.79;11.69;"2023-02-20"
563;14847;10659;"Home Loan";1127288.94;7.94;"2018-03-04"
564;36776;37348;"Personal Loan";1059948.56;6.96;"2025-05-02"
565;46335;38472;"Car Loan";3590686.35;11.01;"2018-07-09"
566;31782;23474;"Car Loan";178920.7;11.3;"2022-01-26"
567;11641;38167;"Personal Loan";1213411.49;7.7;"2019-06-28"
568;37118;9822;"Car Loan";807842.37;11.02;"2020-02-12"
569;14261;26511;"Home Loan";82590.55;8.51;"2019-12-21"
570;40003;529;"Education Loan";1024680.52;6.57;"2018-11-27"
571;18952;17581;"Home Loan";3276734.76;10.75;"2019-06-10"
572;43909;23100;"Personal Loan";291650.46;9.66;"2025-08-31"
573;8924;35809;"Car Loan";4705429.5;8.51;"2023-01-03"
574;23070;10606;"Car Loan";2261578.4;6.95;"2020-04-01"
575;30310;7830;"Home Loan";1269243.17;7.13;"2024-11-14"
576;38668;47012;"Home Loan";4119801.77;10.62;"2019-11-20"
577;45415;36616;"Home Loan";2285753.12;8.05;"2023-09-06"
578;9436;8294;"Personal Loan";1488279.79;8.06;"2024-11-01"
579;42330;39844;"Home Loan";3103811.03;11.92;"2023-06-22"
580;39377;48310;"Education Loan";3758004.43;7.16;"2024-05-28"
581;31550;31222;"Car Loan";3185282.58;10.68;"2025-05-23"
582;31378;16527;"Education Loan";3141546.07;8.81;"2022-09-15"
583;38727;11012;"Personal Loan";3316409.33;7.05;"2019-07-31"
584;26648;10230;"Education Loan";419278.6;9.0;"2018-09-15"
585;18339;44996;"Car Loan";2677476.05;12.1;"2022-09-23"
586;12381;39254;"Personal Loan";4622560.15;11.92;"2023-07-09"
587;13433;47243;"Education Loan";98939.73;11.37;"2024-06-04"
588;48795;29305;"Car Loan";930790.08;8.88;"2018-08-07"
589;36824;12235;"Home Loan";2195864.59;7.47;"2023-11-14"
590;47857;32201;"Home Loan";1997187.58;6.63;"2019-09-12"
591;5214;19633;"Car Loan";1237023.7;10.84;"2023-02-23"
592;38725;30298;"Car Loan";1041536.84;11.19;"2023-09-26"
593;31457;5651;"Education Loan";4815678.41;10.98;"2020-02-21"
594;18767;17699;"Education Loan";727740.38;10.37;"2018-11-11"
595;25836;33846;"Home Loan";4289263.27;12.39;"2018-11-28"
596;13808;18485;"Car Loan";1221437.1;7.57;"2022-01-23"
597;27316;29905;"Education Loan";932427.66;7.45;"2024-05-31"
598;23663;12270;"Home Loan";4807230.3;10.19;"2025-08-16"
599;20842;35141;"Personal Loan";603529.39;11.25;"2020-06-15"
600;26400;38647;"Car Loan";379211.99;11.85;"2024-09-27"
601;12918;2151;"Home Loan";1329713.17;7.12;"2021-04-01"
602;7547;17277;"Car Loan";4820072.1;10.28;"2024-07-27"
603;17516;11474;"Home Loan";1460817.78;11.67;"2019-04-20"
604;16885;25742;"Education Loan";1663450.91;6.58;"2023-06-06"
605;43182;36900;"Home Loan";3156000.3;8.55;"2025-03-18"
606;3434;40514;"Home Loan";3990701.02;11.6;"2023-07-02"
607;21222;27059;"Car Loan";189588.97;10.86;"2023-06-23"
608;17631;23199;"Home Loan";3631094.36;10.73;"2019-06-17"
609;42047;3606;"Education Loan";74311.66;10.3;"2023-11-23"
610;9946;24215;"Education Loan";2454317.06;10.39;"2020-03-26"
611;28637;40997;"Car Loan";211880.27;11.7;"2025-06-10"
612;8510;26230;"Home Loan";1889782.27;6.6;"2025-02-14"
613;28233;39877;"Personal Loan";91295.86;9.03;"2024-06-02"
614;30953;29153;"Education Loan";2632021.83;10.46;"2018-06-23"
615;34444;46158;"Personal Loan";1801794.35;10.21;"2020-05-30"
616;16262;5658;"Car Loan";2840198.48;10.1;"2021-07-20"
617;34968;49697;"Personal Loan";4089886.43;9.16;"2023-04-27"
618;6936;47285;"Personal Loan";3964901.24;10.79;"2021-05-29"
619;47212;34082;"Car Loan";4020867.3;10.77;"2018-11-25"
620;26770;17637;"Car Loan";3203708.54;10.91;"2018-09-08"
621;34109;8098;"Education Loan";2081646.96;10.37;"2022-05-18"
622;48596;12931;"Personal Loan";3195422.16;6.96;"2018-08-03"
623;18995;1538;"Education Loan";3090613.65;7.72;"2023-09-19"
624;23043;2518;"Personal Loan";2853806.72;10.49;"2018-01-21"
625;23479;8694;"Education Loan";3866138.05;7.4;"2024-04-01"
626;42777;44689;"Car Loan";2381850.63;7.22;"2024-02-06"
627;26026;39073;"Car Loan";338897.8;7.61;"2019-06-04"
628;4512;7672;"Personal Loan";3367869.76;9.09;"2021-12-29"
629;6208;47825;"Car Loan";1983471.05;11.53;"2022-09-23"
630;48517;12452;"Personal Loan";1107238.28;11.69;"2023-11-17"
631;49880;46734;"Car Loan";3077460.5;6.63;"2021-11-08"
632;38142;37627;"Personal Loan";2714241.48;8.1;"2018-12-23"
633;44002;21573;"Education Loan";3837050.68;11.13;"2020-06-14"
634;34915;8894;"Education Loan";3903883.16;10.96;"2024-09-28"
635;971;34382;"Personal Loan";567161.93;8.97;"2024-03-12"
636;20182;23814;"Personal Loan";4880049.3;9.55;"2022-08-16"
637;17804;43811;"Education Loan";1023687.24;7.54;"2020-05-19"
638;27015;49780;"Car Loan";3698889.28;10.46;"2023-02-01"
639;29786;31490;"Education Loan";3760517.63;6.94;"2024-02-14"
640;1315;15779;"Education Loan";4818220.32;8.12;"2022-03-03"
641;25638;31731;"Home Loan";2872809.89;11.15;"2021-03-17"
642;36492;30085;"Education Loan";2724989.85;11.83;"2023-11-22"
643;9050;13434;"Home Loan";2440108.39;6.56;"2022-01-20"
644;7773;26272;"Personal Loan";4765792.14;10.1;"2020-08-10"
645;40236;4606;"Home Loan";4184866.63;11.58;"2022-09-16"
646;47177;36439;"Education Loan";1942216.96;10.58;"2021-03-10"
647;27982;17315;"Home Loan";3466948.52;8.6;"2019-11-21"
648;33687;7164;"Home Loan";4879737.45;10.11;"2024-06-23"
649;22341;45026;"Home Loan";620158.22;10.63;"2021-01-19"
650;8276;33934;"Education Loan";4340045.06;8.04;"2020-10-16"
651;5407;20079;"Car Loan";4383825.67;9.09;"2022-08-11"
652;39274;44947;"Home Loan";3187390.85;10.26;"2018-12-05"
653;8726;41734;"Car Loan";3608113.23;10.22;"2024-12-03"
654;278;39751;"Education Loan";1011150.33;6.97;"2021-02-04"
655;7171;40154;"Car Loan";2084618.79;10.48;"2024-08-04"
656;40836;34049;"Car Loan";195333.48;12.41;"2018-04-29"
657;1132;21024;"Home Loan";3783905.8;9.42;"2018-06-04"
658;19585;38046;"Car Loan";2368258.65;8.0;"2018-08-23"
659;15118;41907;"Education Loan";4556511.88;7.6;"2024-12-24"
660;10477;32900;"Home Loan";2747124.72;9.84;"2024-03-20"
661;25211;2491;"Car Loan";2363238.9;6.63;"2024-12-21"
662;24074;47390;"Home Loan";4256363.19;8.64;"2021-12-07"
663;35761;10608;"Car Loan";546967.58;11.32;"2024-11-20"
664;41861;25706;"Home Loan";1774368.25;11.8;"2022-05-04"
665;24489;11698;"Home Loan";4835924.61;9.63;"2019-09-13"
666;10027;47273;"Car Loan";1453596.46;11.34;"2023-08-10"
667;28545;32335;"Education Loan";4144558.02;9.86;"2018-01-13"
668;47469;277;"Education Loan";1098029.79;8.85;"2018-09-27"
669;21940;28587;"Home Loan";218562.51;8.15;"2024-12-28"
670;6970;642;"Education Loan";4195648.51;12.43;"2017-12-12"
671;26665;2145;"Home Loan";2677433.32;11.72;"2024-08-31"
672;33795;43398;"Home Loan";2544070.38;7.5;"2023-08-20"
673;32118;16417;"Car Loan";805661.35;11.02;"2019-03-27"
674;46057;17620;"Home Loan";3053989.34;9.52;"2024-03-16"
675;18074;23996;"Car Loan";849397.59;11.24;"2022-12-30"
676;34864;696;"Home Loan";2074137.56;8.19;"2020-07-04"
677;29679;24483;"Car Loan";597866.07;10.58;"2023-07-04"
678;2000;47631;"Car Loan";2309394.51;10.81;"2023-07-18"
679;1186;32617;"Education Loan";4180815.36;7.73;"2018-03-20"
680;16051;44145;"Personal Loan";2737782.49;12.2;"2023-08-27"
681;11251;39746;"Car Loan";4507527.99;9.13;"2025-04-27"
682;41666;7504;"Personal Loan";4801480.39;8.58;"2023-08-13"
683;10765;21814;"Education Loan";3726302.43;7.14;"2022-09-05"
684;37770;21949;"Personal Loan";4359887.63;8.04;"2020-06-14"
685;3062;10086;"Car Loan";3402437.77;8.29;"2025-07-06"
686;27029;11926;"Education Loan";3943623.0;9.56;"2019-10-12"
687;26991;29522;"Car Loan";3146047.5;10.48;"2023-04-06"
688;30545;9883;"Car Loan";1282309.65;11.11;"2019-01-29"
689;21398;8285;"Education Loan";225999.5;7.98;"2025-02-10"
690;6989;7786;"Personal Loan";70942.23;11.32;"2023-02-27"
691;23145;47061;"Car Loan";809344.27;8.34;"2021-04-09"
692;15885;3393;"Car Loan";4771772.03;10.73;"2024-08-13"
693;48532;15018;"Car Loan";4900410.78;7.79;"2023-10-10"
694;36780;2332;"Education Loan";1081709.18;7.27;"2019-04-25"
695;1470;19913;"Personal Loan";1612806.0;8.45;"2020-06-17"
696;26828;38387;"Home Loan";3257304.22;12.1;"2023-01-14"
697;37775;18172;"Education Loan";3165989.55;9.92;"2019-07-24"
698;22032;30651;"Personal Loan";772113.51;9.74;"2023-02-24"
699;28333;14775;"Personal Loan";333810.3;9.87;"2025-11-07"
700;45514;13233;"Home Loan";3357318.03;11.37;"2025-02-04"
701;32681;7157;"Personal Loan";3564546.6;11.47;"2019-03-30"
702;43822;9170;"Car Loan";4877943.45;9.27;"2024-05-03"
703;30120;40712;"Personal Loan";375681.42;10.59;"2018-09-13"
704;9176;6216;"Education Loan";735109.51;11.01;"2018-03-23"
705;2293;13502;"Education Loan";2622006.46;9.69;"2024-03-19"
706;32135;30838;"Personal Loan";2886664.91;9.14;"2025-02-03"
707;38338;7169;"Personal Loan";1373450.41;12.5;"2021-09-04"
708;15334;10281;"Car Loan";509296.77;12.26;"2019-08-18"
709;30001;17589;"Home Loan";2916979.87;12.31;"2025-06-22"
710;37029;31522;"Education Loan";3029412.17;6.57;"2021-01-23"
711;45447;15780;"Education Loan";2931513.48;7.26;"2019-11-04"
712;17114;6433;"Home Loan";3727541.89;9.97;"2023-01-28"
713;22594;1197;"Education Loan";2326154.21;12.36;"2024-07-01"
714;1888;1190;"Personal Loan";3293462.03;11.52;"2021-11-26"
715;11429;12567;"Car Loan";4546818.83;8.29;"2023-03-21"
716;25505;31167;"Home Loan";4292257.48;9.86;"2019-06-11"
717;48979;7957;"Car Loan";139685.81;11.93;"2018-10-13"
718;27082;8396;"Car Loan";1733224.5;11.37;"2019-11-16"
719;11472;29406;"Education Loan";406492.38;10.44;"2022-12-05"
720;14318;26417;"Car Loan";2536800.84;10.1;"2020-06-18"
721;21261;27320;"Personal Loan";219714.9;10.07;"2025-07-29"
722;21970;46171;"Education Loan";973478.99;9.29;"2018-09-26"
723;47448;1629;"Personal Loan";3618967.36;11.56;"2025-09-15"
724;28707;12819;"Personal Loan";400964.57;12.23;"2023-09-01"
725;19820;13709;"Personal Loan";3434128.43;8.76;"2018-05-27"
726;45698;40525;"Car Loan";3490110.62;10.77;"2023-07-11"
727;39171;45570;"Education Loan";3429065.29;9.34;"2025-06-03"
728;8299;31338;"Personal Loan";3822434.71;11.95;"2020-04-12"
729;31227;26436;"Education Loan";423388.73;10.73;"2023-04-11"
730;5673;14522;"Home Loan";3494969.11;7.21;"2025-01-18"
731;9352;20773;"Home Loan";154414.94;11.46;"2025-10-24"
732;41675;41127;"Personal Loan";427284.27;11.8;"2021-04-07"
733;2718;37139;"Education Loan";3830409.95;9.33;"2023-02-04"
734;34674;9975;"Personal Loan";2363615.03;7.2;"2021-12-31"
735;39893;33493;"Education Loan";148051.89;8.39;"2022-05-17"
736;39660;24473;"Car Loan";2108607.45;9.39;"2020-09-13"
737;12734;36634;"Home Loan";3069511.03;9.66;"2022-02-04"
738;8797;22807;"Personal Loan";2207000.32;10.58;"2022-04-23"
739;47676;9827;"Personal Loan";3914139.93;7.81;"2025-01-02"
740;45192;20297;"Home Loan";1895512.12;7.67;"2020-01-03"
741;48169;19206;"Education Loan";2767104.01;8.69;"2020-06-24"
742;5630;24971;"Car Loan";4680667.64;10.8;"2025-05-21"
743;10104;18473;"Education Loan";4047143.73;8.73;"2024-05-10"
744;20665;25943;"Education Loan";4307803.37;6.77;"2024-07-08"
745;41092;39456;"Car Loan";2131111.58;9.22;"2024-10-13"
746;35363;6776;"Personal Loan";2277099.67;7.33;"2024-03-04"
747;36124;6023;"Personal Loan";2603262.74;12.15;"2021-09-01"
748;16949;12506;"Education Loan";2457038.59;10.8;"2021-10-26"
749;27368;26777;"Car Loan";1583327.36;10.57;"2017-12-17"
750;29859;35567;"Car Loan";2047729.37;11.8;"2019-06-23"
751;9035;21056;"Home Loan";4246309.3;9.86;"2018-12-08"
752;12364;5719;"Car Loan";2442491.13;12.3;"2025-02-21"
753;4624;47072;"Education Loan";4511791.22;7.39;"2019-09-14"
754;4183;6371;"Education Loan";4731933.29;9.83;"2024-02-23"
755;5082;46467;"Education Loan";971218.12;11.91;"2021-05-25"
756;39108;43399;"Car Loan";1078043.1;6.58;"2019-05-25"
757;23618;44871;"Personal Loan";96587.98;6.65;"2024-08-26"
